Symbol,Trades,Wins,Losses,Timeouts,Resolved Trades,Win Rate %,Avg Return %,Expectancy %,Avg Holding Days,Avg Win Days,Median Win Days,Avg Loss Days,Fast <=5d %,Fast <=10d %,Fast <=20d %,Return / Day,Quality Score,Grade
GALLANTT.NS,16,4,12,0,16,25.0,-1.627083782226003,-1.627083782226003,8.125,19.5,17.5,3.8333333333333335,0.0,50.0,50.0,-0.20025646550473883,37.96,D
BAJEL.NS,8,2,6,0,8,25.0,-2.915250826175751,-2.915250826175751,13.375,11.0,11.0,13.833333333333334,50.0,50.0,100.0,-0.2179626785925795,37.94,D
INDBANK.NS,8,2,6,0,8,25.0,-2.942869247217777,-2.942869247217777,9.625,10.5,10.5,8.833333333333334,50.0,50.0,100.0,-0.3057526490615872,37.9,D
KEI.NS,13,3,10,0,13,23.076923076923077,-2.0263122862288516,-2.0263122862288516,14.538461538461538,22.666666666666668,14.0,11.6,33.33333333333333,33.33333333333333,66.66666666666666,-0.13937597735965646,37.9,D
SMCGLOBAL.NS,17,2,15,0,17,11.76470588235294,-3.441311798949031,-3.441311798949031,6.647058823529412,8.0,8.0,5.733333333333333,50.0,50.0,100.0,-0.5177194741781728,37.83,D
SONACOMS.NS,7,2,4,1,6,33.33333333333333,-0.0169281737858655,-0.0169281737858655,19.0,24.5,24.5,5.25,50.0,50.0,50.0,-0.0008909565150455526,37.81,D
UNITEDTEA.NS,16,1,15,0,16,6.25,-5.239906263876055,-5.239906263876055,2.5,7.0,7.0,1.4,0.0,100.0,100.0,-2.095962505550422,37.81,D
AWHCL.NS,6,2,4,0,6,33.33333333333333,3.177505513749175,3.177505513749175,9.666666666666666,23.0,23.0,2.5,0.0,0.0,50.0,0.3287074669395698,37.8,D
KOVAI.NS,8,2,5,1,7,28.57142857142857,-0.7872817334892332,-0.7872817334892332,14.625,14.0,14.0,5.2,0.0,0.0,100.0,-0.053831229640289455,37.7,D
KIOCL.NS,13,1,12,0,13,7.6923076923076925,-6.9728249666649535,-6.9728249666649535,5.230769230769231,0.0,0.0,4.916666666666667,100.0,100.0,100.0,-1.3330400671565352,37.68,D
BANKBARODA.NS,11,2,7,2,9,22.22222222222222,0.10062997702800237,0.10062997702800237,18.636363636363637,12.5,12.5,8.142857142857142,0.0,0.0,100.0,0.005399657303941591,37.55,D
GOCLCORP.NS,8,2,6,0,8,25.0,-0.6659098944186046,-0.6659098944186046,5.25,16.0,16.0,0.6666666666666666,50.0,50.0,50.0,-0.12683997988925802,37.46,D
SARLAPOLY.NS,12,2,9,1,11,18.181818181818183,-2.1262409312524677,-2.1262409312524677,10.166666666666666,10.5,10.5,3.7777777777777777,0.0,50.0,100.0,-0.2091384522543411,37.45,D
GABRIEL.NS,15,4,10,1,14,28.57142857142857,1.2754621952490084,1.2754621952490084,12.933333333333334,27.75,27.0,1.6,25.0,25.0,50.0,0.09861821097286147,37.42,D
INDOSTAR.NS,8,1,7,0,8,12.5,-5.84311260837705,-5.84311260837705,12.25,8.0,8.0,12.428571428571429,0.0,100.0,100.0,-0.4769887843573102,37.37,D
SRF.NS,12,2,8,2,10,20.0,-2.66404164220474,-2.66404164220474,28.0,11.5,11.5,23.875,50.0,50.0,50.0,-0.095144344364455,37.34,D
LAXMICOT.NS,17,1,16,0,17,5.88235294117647,-7.389227307003004,-7.389227307003004,2.235294117647059,0.0,0.0,1.5625,100.0,100.0,100.0,-3.305706953132923,37.31,D
TAINWALCHM.NS,12,1,11,0,12,8.333333333333332,-5.482153375997593,-5.482153375997593,10.916666666666666,7.0,7.0,10.909090909090908,0.0,100.0,100.0,-0.5021819886410009,37.27,D
PALASHSECU.NS,13,1,12,0,13,7.6923076923076925,-7.234656586533787,-7.234656586533787,3.769230769230769,1.0,1.0,3.25,100.0,100.0,100.0,-1.9193986862232497,37.27,D
IMAGICAA.NS,14,2,12,0,14,14.285714285714285,-3.867243012272272,-3.867243012272272,4.642857142857143,9.5,9.5,3.5,50.0,50.0,100.0,-0.8329446487971046,37.17,D
PILITA.NS,10,2,7,1,9,22.22222222222222,-3.3528453151956583,-3.3528453151956583,11.1,10.5,10.5,3.4285714285714284,50.0,50.0,50.0,-0.3020581365041134,37.15,D
REFEX.NS,9,2,6,1,8,25.0,-0.9109494825588698,-0.9109494825588698,14.222222222222221,16.0,16.0,5.5,50.0,50.0,50.0,-0.06405113549242053,37.08,D
TARC.NS,7,2,5,0,7,28.57142857142857,0.716773002747597,0.716773002747597,10.142857142857142,24.5,24.5,4.0,50.0,50.0,50.0,0.07066776083427014,37.05,D
ABDL.NS,6,2,3,1,5,40.0,2.742493666991068,2.742493666991068,22.666666666666668,36.5,36.5,0.0,0.0,0.0,50.0,0.12099236766137063,36.79,D
ORIENTHOT.NS,15,4,11,0,15,26.666666666666668,-1.2446515900555775,-1.2446515900555775,9.4,15.75,17.5,6.545454545454546,25.0,25.0,75.0,-0.13240974362293376,36.72,D
BANG.NS,12,1,11,0,12,8.333333333333332,-5.834560141801245,-5.834560141801245,4.333333333333333,6.0,6.0,3.6363636363636362,0.0,100.0,100.0,-1.3464369558002873,36.72,D
KAMOPAINTS.NS,6,2,4,0,6,33.33333333333333,2.429741182941447,2.429741182941447,8.833333333333334,21.5,21.5,1.75,0.0,0.0,50.0,0.275065039578277,36.63,D
STEELXIND.NS,12,1,11,0,12,8.333333333333332,-7.821141698995412,-7.821141698995412,12.083333333333334,1.0,1.0,12.818181818181818,100.0,100.0,100.0,-0.6472668992272065,36.61,D
BHARATSE.NS,7,2,5,0,7,28.57142857142857,-2.216919225591148,-2.216919225591148,9.0,17.5,17.5,5.4,0.0,50.0,50.0,-0.24632435839901642,36.46,D
VEDL.NS,9,3,6,0,9,33.33333333333333,2.0963030377244394,2.0963030377244394,16.22222222222222,30.0,34.0,8.833333333333334,33.33333333333333,33.33333333333333,33.33333333333333,0.1292241598597257,36.44,D
ARTNIRMAN.NS,9,1,8,0,9,11.11111111111111,-10.010041603738802,-10.010041603738802,12.333333333333334,3.0,3.0,13.125,100.0,100.0,100.0,-0.8116249948977406,36.44,D
LIBERTSHOE.NS,6,2,4,0,6,33.33333333333333,-0.26741919266386943,-0.26741919266386943,11.5,17.0,17.0,8.25,0.0,0.0,100.0,-0.02325384284033647,36.42,D
HBSL.NS,14,1,13,0,14,7.142857142857142,-5.740658837697241,-5.740658837697241,7.785714285714286,7.0,7.0,7.230769230769231,0.0,100.0,100.0,-0.7373323277776274,36.39,D
MOIL.NS,9,3,6,0,9,33.33333333333333,0.135064386894221,0.135064386894221,11.333333333333334,19.333333333333332,29.0,6.666666666666667,33.33333333333333,33.33333333333333,33.33333333333333,0.011917445902431266,36.38,D
BPCL.NS,7,2,4,1,6,33.33333333333333,0.9653561116743778,0.9653561116743778,22.571428571428573,30.5,30.5,9.0,50.0,50.0,50.0,0.04276894165645977,36.34,D
GLOBUSSPR.NS,10,2,8,0,10,20.0,-3.3479181823584034,-3.3479181823584034,14.4,13.0,13.0,14.5,0.0,50.0,100.0,-0.23249431821933356,36.27,D
MUNJALAU.NS,11,2,8,1,10,20.0,-3.408827320540341,-3.408827320540341,9.636363636363637,11.0,11.0,2.25,0.0,50.0,100.0,-0.3537462313768278,36.17,D
GRWRHITECH.NS,14,3,10,1,13,23.076923076923077,-3.1778941086098484,-3.1778941086098484,14.785714285714286,11.333333333333334,11.0,10.8,33.33333333333333,33.33333333333333,100.0,-0.21493003633110086,36.1,D
LTFOODS.NS,13,4,9,0,13,30.76923076923077,0.4750820281154515,0.4750820281154515,16.76923076923077,28.75,26.0,10.88888888888889,0.0,25.0,50.0,0.02833057965826087,36.05,D
ELGIRUBCO.NS,15,3,12,0,15,20.0,-3.1563919871967925,-3.1563919871967925,5.533333333333333,14.666666666666666,14.0,2.6666666666666665,33.33333333333333,33.33333333333333,66.66666666666666,-0.5704322868427938,35.9,D
AEROENTER.NS,6,2,3,1,5,40.0,2.1477532043455914,2.1477532043455914,28.666666666666668,31.5,31.5,16.333333333333332,0.0,0.0,0.0,0.07492162340740435,35.86,D
RPTECH.NS,6,2,4,0,6,33.33333333333333,1.924678959201066,1.924678959201066,9.5,23.0,23.0,2.5,0.0,0.0,0.0,0.20259778517905958,35.84,D
ACC.NS,8,3,5,0,8,37.5,0.8347601092384527,0.8347601092384527,16.5,26.333333333333332,22.0,10.6,0.0,0.0,33.33333333333333,0.050591521772027435,35.8,D
EVEREADY.NS,10,2,7,1,9,22.22222222222222,-4.227099894706814,-4.227099894706814,12.8,11.5,11.5,6.0,50.0,50.0,50.0,-0.33024217927396987,35.78,D
GANECOS.NS,13,3,10,0,13,23.076923076923077,-0.9014306624121258,-0.9014306624121258,8.692307692307692,15.0,20.0,6.2,33.33333333333333,33.33333333333333,66.66666666666666,-0.10370441248989058,35.66,D
ABCAPITAL.NS,13,3,9,1,12,25.0,1.120399198500518,1.120399198500518,14.76923076923077,19.0,25.0,7.777777777777778,33.33333333333333,33.33333333333333,33.33333333333333,0.07586036239847256,35.58,D
RITES.NS,9,2,7,0,9,22.22222222222222,-1.1594628576687798,-1.1594628576687798,9.88888888888889,19.5,19.5,6.571428571428571,50.0,50.0,50.0,-0.1172490530226856,35.58,D
GMRAIRPORT.NS,14,3,11,0,14,21.428571428571427,-3.1367549007721034,-3.1367549007721034,8.928571428571429,14.0,15.0,7.363636363636363,33.33333333333333,33.33333333333333,66.66666666666666,-0.35131654888647557,35.5,D
KSCL.NS,10,2,8,0,10,20.0,-1.32167967322733,-1.32167967322733,6.8,16.5,16.5,3.5,0.0,50.0,50.0,-0.19436465782754853,35.43,D
MASFIN.NS,6,1,3,2,4,25.0,-1.3392684481444626,-1.3392684481444626,25.5,14.0,14.0,4.666666666666667,0.0,0.0,100.0,-0.05252033129978285,35.41,D
ICRA.NS,10,2,8,0,10,20.0,-1.3816727310148749,-1.3816727310148749,6.4,19.0,19.0,2.375,50.0,50.0,50.0,-0.21588636422107418,35.34,D
SYNGENE.NS,7,2,5,0,7,28.57142857142857,-0.4195029979031514,-0.4195029979031514,14.571428571428571,25.0,25.0,10.2,0.0,50.0,50.0,-0.028789421424726076,35.27,D
SHREECEM.NS,7,2,4,1,6,33.33333333333333,-1.0232235604746525,-1.0232235604746525,24.714285714285715,18.5,18.5,18.5,0.0,0.0,50.0,-0.04140210938336744,35.23,D
ASTERDM.NS,16,5,10,1,15,33.33333333333333,0.8129774047670346,0.8129774047670346,17.1875,35.8,38.0,2.9,0.0,20.0,20.0,0.047300503550082015,35.1,D
BAJAJCON.NS,9,2,5,2,7,28.57142857142857,-0.5462764442090836,-0.5462764442090836,21.555555555555557,20.5,20.5,5.8,50.0,50.0,50.0,-0.025342721638565734,35.08,D
HISARMETAL.NS,19,2,17,0,19,10.526315789473683,-4.974337330404642,-4.974337330404642,2.8947368421052633,8.5,8.5,1.588235294117647,50.0,50.0,100.0,-1.7184074414125126,34.94,D
BAJAJFINSV.NS,11,2,8,1,10,20.0,-1.6708679385532221,-1.6708679385532221,12.909090909090908,19.5,19.5,5.0,50.0,50.0,50.0,-0.12943343185975664,34.89,D
GREENPLY.NS,6,1,4,1,5,20.0,-0.4409062268526847,-0.4409062268526847,13.166666666666666,12.0,12.0,0.5,0.0,0.0,100.0,-0.033486548874887445,34.81,D
TORNTPOWER.NS,12,3,8,1,11,27.27272727272727,0.03097937298802626,0.03097937298802626,13.25,17.333333333333332,21.0,5.0,33.33333333333333,33.33333333333333,33.33333333333333,0.0023380658858887745,34.79,D
TVSELECT.NS,17,4,13,0,17,23.52941176470588,-0.7313904619449842,-0.7313904619449842,10.352941176470589,24.25,22.5,5.3076923076923075,25.0,50.0,50.0,-0.07064566961968598,34.77,D
RPGLIFE.NS,11,2,9,0,11,18.181818181818183,-1.2810033670782583,-1.2810033670782583,4.181818181818182,16.0,16.0,0.7777777777777778,50.0,50.0,50.0,-0.3063268921274096,34.77,D
RADIOCITY.NS,6,2,4,0,6,33.33333333333333,3.1023748917607907,3.1023748917607907,14.0,36.0,36.0,2.25,0.0,0.0,50.0,0.2215982065543422,34.68,D
HTMEDIA.NS,9,2,6,1,8,25.0,-2.4416149631847963,-2.4416149631847963,19.555555555555557,17.5,17.5,13.0,50.0,50.0,50.0,-0.12485531061740435,34.68,D
ESABINDIA.NS,11,4,7,0,11,36.36363636363637,-0.3538312655311637,-0.3538312655311637,11.727272727272727,22.0,21.5,5.285714285714286,0.0,0.0,50.0,-0.03017165830110698,34.49,D
KALYANIFRG.NS,10,3,6,1,9,33.33333333333333,0.20507408277909328,0.20507408277909328,17.4,31.0,43.0,2.5,0.0,33.33333333333333,33.33333333333333,0.011785866826384672,34.49,D
EMUDHRA.NS,9,2,7,0,9,22.22222222222222,0.6666783558827437,0.6666783558827437,8.333333333333334,25.0,25.0,2.857142857142857,50.0,50.0,50.0,0.08000140270592924,34.43,D
HALEOSLABS.NS,9,1,8,0,9,11.11111111111111,-7.467698346675332,-7.467698346675332,6.333333333333333,8.0,8.0,5.625,0.0,100.0,100.0,-1.1791102652645262,34.28,D
TECHNOE.NS,16,3,12,1,15,20.0,-1.6407027168252948,-1.6407027168252948,9.4375,14.333333333333334,17.0,3.1666666666666665,33.33333333333333,33.33333333333333,66.66666666666666,-0.17384929449804448,34.27,D
LINC.NS,12,2,10,0,12,16.666666666666664,-3.9090594377908565,-3.9090594377908565,4.666666666666667,10.5,10.5,2.8,50.0,50.0,100.0,-0.8376555938123263,34.06,D
NARMADA.NS,17,5,12,0,17,29.411764705882355,-2.079632098867952,-2.079632098867952,8.411764705882353,21.8,26.0,2.1666666666666665,40.0,40.0,40.0,-0.2472289907745118,34.02,D
NAM-INDIA.NS,13,2,9,2,11,18.181818181818183,1.4404600400214187,1.4404600400214187,17.076923076923077,18.0,18.0,6.777777777777778,0.0,0.0,100.0,0.08435126360485785,34.02,D
SHREDIGCEM.NS,10,3,6,1,9,33.33333333333333,-2.082281510673652,-2.082281510673652,22.3,22.0,29.0,16.166666666666668,33.33333333333333,33.33333333333333,33.33333333333333,-0.09337585249657632,33.91,D
INFY.NS,6,2,4,0,6,33.33333333333333,-1.9356394843492577,-1.9356394843492577,17.833333333333332,15.5,15.5,19.0,0.0,0.0,100.0,-0.10854053183266867,33.81,D
PRAKASH.NS,6,2,4,0,6,33.33333333333333,2.540541205989498,2.540541205989498,16.0,36.5,36.5,5.25,0.0,0.0,0.0,0.15878382537434363,33.8,D
SWELECTES.NS,11,2,9,0,11,18.181818181818183,-1.9186214019983112,-1.9186214019983112,4.7272727272727275,15.5,15.5,1.6666666666666667,50.0,50.0,50.0,-0.4058622196534889,33.77,D
ARIES.NS,11,3,8,0,11,27.27272727272727,-0.6377246763785248,-0.6377246763785248,15.090909090909092,24.666666666666668,29.0,10.875,33.33333333333333,33.33333333333333,33.33333333333333,-0.042258864097372124,33.75,D
ATALREAL.NS,13,3,9,1,12,25.0,-0.0886217348329134,-0.0886217348329134,12.307692307692308,24.666666666666668,22.0,2.0,0.0,33.33333333333333,33.33333333333333,-0.007200515955174213,33.69,D
PNBHOUSING.NS,13,3,9,1,12,25.0,-2.6866081674949944,-2.6866081674949944,19.153846153846153,18.0,17.0,14.555555555555555,33.33333333333333,33.33333333333333,66.66666666666666,-0.14026468344351378,33.64,D
NDGL.NS,17,2,15,0,17,11.76470588235294,-3.592738151249214,-3.592738151249214,6.588235294117647,10.5,10.5,5.4,50.0,50.0,100.0,-0.5453263265288986,33.59,D
SHREYANIND.NS,9,3,5,1,8,37.5,1.2732393626847829,1.2732393626847829,23.77777777777778,30.333333333333332,35.0,12.0,0.0,0.0,0.0,0.0535474498325376,33.49,D
GICHSGFIN.NS,6,2,4,0,6,33.33333333333333,2.2844632522299713,2.2844632522299713,15.0,36.5,36.5,3.5,0.0,0.0,0.0,0.15229755014866475,33.4,D
PRECOT.NS,15,2,11,2,13,15.384615384615385,-1.4628270533811376,-1.4628270533811376,15.8,14.5,14.5,7.181818181818182,0.0,0.0,100.0,-0.09258399072032517,33.37,D
TTKHLTCARE.NS,10,2,7,1,9,22.22222222222222,-0.6743978288579002,-0.6743978288579002,13.0,23.0,23.0,2.7142857142857144,0.0,50.0,50.0,-0.051876756065992326,33.34,D
BANKINDIA.NS,8,2,5,1,7,28.57142857142857,0.2236474840075524,0.2236474840075524,22.625,31.5,31.5,11.6,0.0,50.0,50.0,0.009884971668842096,33.28,D
DCW.NS,10,2,8,0,10,20.0,-2.063270634412162,-2.063270634412162,7.0,12.5,12.5,5.0,0.0,0.0,100.0,-0.294752947773166,33.28,D
RATNAMANI.NS,10,2,6,2,8,25.0,-0.8483619716808788,-0.8483619716808788,16.1,17.5,17.5,0.0,0.0,0.0,100.0,-0.05269329016651421,33.17,D
SAPPHIRE.NS,10,2,8,0,10,20.0,-2.7741538715679086,-2.7741538715679086,11.1,18.0,18.0,8.875,50.0,50.0,50.0,-0.2499237722133251,33.17,D
PIDILITIND.NS,7,2,4,1,6,33.33333333333333,0.009680177812321476,0.009680177812321476,24.285714285714285,21.5,21.5,16.5,0.0,0.0,50.0,0.0003985955569779431,32.85,D
FACT.NS,12,2,7,3,9,22.22222222222222,-0.36966113994186106,-0.36966113994186106,18.916666666666668,18.5,18.5,0.2857142857142857,0.0,0.0,100.0,-0.019541558058600583,32.81,D
SAILIFE.NS,8,2,6,0,8,25.0,-0.4995185688418169,-0.4995185688418169,7.375,19.5,19.5,2.6666666666666665,0.0,0.0,50.0,-0.06773133136838196,32.72,D
NOCIL.NS,6,1,4,1,5,20.0,-1.778004109353689,-1.778004109353689,18.833333333333332,11.0,11.0,9.5,0.0,0.0,100.0,-0.09440729784178879,32.72,D
ASTEC.NS,6,2,4,0,6,33.33333333333333,1.7197557906814842,1.7197557906814842,15.833333333333334,37.0,37.0,4.5,0.0,0.0,0.0,0.10861615520093584,32.52,D
JTLIND.NS,10,2,8,0,10,20.0,-0.666169332651701,-0.666169332651701,6.0,21.5,21.5,1.25,50.0,50.0,50.0,-0.11102822210861683,32.46,D
LUMAXIND.NS,17,2,14,1,16,12.5,-2.0857207368340718,-2.0857207368340718,11.588235294117647,15.5,15.5,7.0,0.0,50.0,50.0,-0.17998605343238183,32.24,D
UJJIVANSFB.NS,12,1,9,2,10,10.0,-0.20150942866013533,-0.20150942866013533,12.25,15.0,15.0,0.5555555555555556,0.0,0.0,100.0,-0.016449749278378393,32.19,D
BLBLIMITED.NS,8,2,6,0,8,25.0,-0.8470562997593256,-0.8470562997593256,10.125,19.5,19.5,6.5,0.0,0.0,50.0,-0.08365988145771117,32.18,D
DREDGECORP.NS,8,2,6,0,8,25.0,-1.4887480816828491,-1.4887480816828491,15.5,24.0,24.0,12.333333333333334,0.0,50.0,50.0,-0.09604826333437737,32.17,D
AFFLE.NS,7,2,5,0,7,28.57142857142857,2.5395785903261157,2.5395785903261157,16.428571428571427,52.5,52.5,1.4,0.0,0.0,0.0,0.1545830446285462,31.9,D
CHOLAFIN.NS,17,5,12,0,17,29.411764705882355,-0.3339385249506454,-0.3339385249506454,19.529411764705884,32.4,32.0,13.916666666666666,0.0,20.0,20.0,-0.01709926181976196,31.74,D
INGERRAND.NS,16,2,13,1,15,13.333333333333334,-2.7010915925246737,-2.7010915925246737,13.625,18.0,18.0,8.76923076923077,0.0,50.0,50.0,-0.19824525449722374,31.61,D
REDINGTON.NS,18,5,13,0,18,27.77777777777778,-0.05822669435757098,-0.05822669435757098,13.333333333333334,30.2,32.0,6.076923076923077,20.0,20.0,40.0,-0.004367002076817824,31.52,D
SBFC.NS,10,2,8,0,10,20.0,-1.3366162094479148,-1.3366162094479148,8.5,21.0,21.0,5.25,50.0,50.0,50.0,-0.15724896581740175,31.41,D
CREST.NS,12,3,9,0,12,25.0,0.14996295689441208,0.14996295689441208,8.583333333333334,22.0,32.0,3.4444444444444446,33.33333333333333,33.33333333333333,33.33333333333333,0.017471412453717913,31.07,D
ELECON.NS,14,2,10,2,12,16.666666666666664,-3.348117734908378,-3.348117734908378,16.857142857142858,18.5,18.5,7.4,50.0,50.0,50.0,-0.19861715376575123,30.94,D
REPRO.NS,7,2,5,0,7,28.57142857142857,1.8471363831554177,1.8471363831554177,12.0,35.5,35.5,1.8,0.0,0.0,0.0,0.15392803192961815,30.81,D
EMIL.NS,7,1,6,0,7,14.285714285714285,-1.5361186289661377,-1.5361186289661377,3.5714285714285716,13.0,13.0,1.1666666666666667,0.0,0.0,100.0,-0.43011321611051856,30.81,D
CIPLA.NS,7,2,5,0,7,28.57142857142857,-0.2511400340501438,-0.2511400340501438,14.285714285714286,20.5,20.5,11.8,0.0,0.0,50.0,-0.017579802383510066,30.54,D
RELIANCE.NS,6,1,4,1,5,20.0,-3.1779551036363856,-3.1779551036363856,28.333333333333332,15.0,15.0,23.5,0.0,0.0,100.0,-0.11216312130481361,30.53,D
DLINKINDIA.NS,14,2,10,2,12,16.666666666666664,-3.6157523460572736,-3.6157523460572736,17.214285714285715,19.5,19.5,7.6,50.0,50.0,50.0,-0.21004370475021505,30.52,D
ESCORTS.NS,12,3,9,0,12,25.0,-0.014590140056649195,-0.014590140056649195,10.5,27.0,28.0,4.333333333333333,0.0,0.0,33.33333333333333,-0.0013895371482523042,30.48,D
SIRCA.NS,11,3,8,0,11,27.27272727272727,-0.6498263622508063,-0.6498263622508063,11.363636363636363,26.0,23.0,5.25,0.0,0.0,33.33333333333333,-0.05718471987807095,30.39,D
ORICONENT.NS,15,2,11,2,13,15.384615384615385,-4.16719302482311,-4.16719302482311,13.533333333333333,19.0,19.0,3.4545454545454546,50.0,50.0,50.0,-0.3079206668588505,30.14,D
TVSMOTOR.NS,11,3,7,1,10,30.0,0.2911054038591589,0.2911054038591589,20.90909090909091,34.666666666666664,32.0,8.857142857142858,0.0,0.0,33.33333333333333,0.013922432358481512,29.95,D
CUB.NS,8,2,5,1,7,28.57142857142857,-0.7349130392461034,-0.7349130392461034,21.125,21.0,21.0,12.8,0.0,0.0,50.0,-0.03478878292289247,29.78,D
WEIZMANIND.NS,12,2,9,1,11,18.181818181818183,-2.121359794966137,-2.121359794966137,12.5,30.0,30.0,2.5555555555555554,50.0,50.0,50.0,-0.16970878359729094,29.46,D
GPPL.NS,12,3,9,0,12,25.0,-0.7203243015605899,-0.7203243015605899,7.583333333333333,24.0,25.0,1.3333333333333333,0.0,0.0,33.33333333333333,-0.09498781998601186,29.37,D
SURANAT&P.NS,8,2,6,0,8,25.0,-0.24318104378986805,-0.24318104378986805,10.0,29.5,29.5,3.0,0.0,0.0,50.0,-0.024318104378986804,29.12,D
ALIVUS.NS,12,2,9,1,11,18.181818181818183,-2.3837366521257883,-2.3837366521257883,11.5,27.0,27.0,2.0,0.0,50.0,50.0,-0.20728144801093812,29.05,D
IFBIND.NS,6,1,4,1,5,20.0,2.805425559688946,2.805425559688946,18.833333333333332,48.0,48.0,0.0,0.0,0.0,0.0,0.14896064918702367,28.88,D
KEC.NS,12,2,10,0,12,16.666666666666664,-2.1185906607537537,-2.1185906607537537,6.25,21.5,21.5,2.6,0.0,50.0,50.0,-0.3389745057206006,28.86,D
GSS.NS,9,1,8,0,9,11.11111111111111,-2.0112139973713377,-2.0112139973713377,3.4444444444444446,13.0,13.0,1.5,0.0,0.0,100.0,-0.5839008379465174,28.8,D
NAVNETEDUL.NS,14,2,12,0,14,14.285714285714285,-1.6115386595084134,-1.6115386595084134,5.857142857142857,23.5,23.5,2.3333333333333335,50.0,50.0,50.0,-0.2751407467453389,28.7,D
IMPAL.NS,9,2,6,1,8,25.0,-0.542224773098502,-0.542224773098502,16.555555555555557,24.5,24.5,5.833333333333333,0.0,0.0,50.0,-0.03275183193212428,28.65,D
J&KBANK.NS,9,2,7,0,9,22.22222222222222,2.0508312956162147,2.0508312956162147,12.444444444444445,41.5,41.5,3.4285714285714284,0.0,0.0,0.0,0.16479894339773155,28.59,D
VINEETLAB.NS,9,2,7,0,9,22.22222222222222,-3.1004408817056173,-3.1004408817056173,9.222222222222221,25.5,25.5,4.142857142857143,50.0,50.0,50.0,-0.33619238476325974,28.54,D
ULTRACEMCO.NS,13,3,9,1,12,25.0,-1.2586333193239594,-1.2586333193239594,18.923076923076923,24.0,24.0,12.222222222222221,0.0,0.0,33.33333333333333,-0.06651314289110355,28.53,D
RAMCOCEM.NS,6,1,4,1,5,20.0,-1.9291367891576214,-1.9291367891576214,27.166666666666668,19.0,19.0,21.0,0.0,0.0,100.0,-0.07101117015304127,28.49,D
CENTRUM.NS,6,2,4,0,6,33.33333333333333,-0.9135295088912573,-0.9135295088912573,17.0,42.5,42.5,4.0,0.0,0.0,0.0,-0.05373702993477984,28.41,D
PANAMAPET.NS,8,1,6,1,7,14.285714285714285,-3.1357931513046537,-3.1357931513046537,16.375,12.0,12.0,9.166666666666666,0.0,0.0,100.0,-0.1914988184002842,28.31,D
VIJAYA.NS,15,1,13,1,14,7.142857142857142,-2.6145483112087438,-2.6145483112087438,8.0,11.0,11.0,3.076923076923077,0.0,0.0,100.0,-0.32681853890109297,28.27,D
APLAPOLLO.NS,13,4,9,0,13,30.76923076923077,-1.0603834538871615,-1.0603834538871615,19.615384615384617,31.0,30.5,14.555555555555555,0.0,0.0,0.0,-0.05405876431581607,28.15,D
AMBER.NS,9,1,6,2,7,14.285714285714285,-3.3129930923193887,-3.3129930923193887,19.88888888888889,15.0,15.0,6.666666666666667,0.0,0.0,100.0,-0.1665750716808631,28.04,D
RAYMOND.NS,7,2,5,0,7,28.57142857142857,0.038924467394312705,0.038924467394312705,16.714285714285715,50.5,50.5,2.8,0.0,0.0,0.0,0.002328814288548623,27.99,D
TEAMGTY.NS,11,2,9,0,11,18.181818181818183,-3.088290673630979,-3.088290673630979,5.818181818181818,25.5,25.5,0.7777777777777778,50.0,50.0,50.0,-0.5307999595303245,27.95,D
SILINV.NS,12,2,10,0,12,16.666666666666664,-2.712404739530001,-2.712404739530001,5.0,22.5,22.5,0.9,50.0,50.0,50.0,-0.5424809479060002,27.93,D
KPIL.NS,16,3,12,1,15,20.0,-1.2377778148529772,-1.2377778148529772,17.125,40.666666666666664,59.0,7.25,33.33333333333333,33.33333333333333,33.33333333333333,-0.07227899648776509,27.9,D
TEGA.NS,10,2,6,2,8,25.0,-1.7381109360084455,-1.7381109360084455,19.6,21.5,21.5,5.0,0.0,0.0,50.0,-0.08867912938818599,27.78,D
ARVEE.NS,7,1,5,1,6,16.666666666666664,-4.126516471667377,-4.126516471667377,14.428571428571429,15.0,15.0,4.6,0.0,0.0,100.0,-0.28599619110565977,27.72,D
TEXRAIL.NS,10,2,8,0,10,20.0,-3.7350063398250533,-3.7350063398250533,8.6,24.5,24.5,4.5,0.0,50.0,50.0,-0.4343030627703551,27.66,D
VINATIORGA.NS,7,2,5,0,7,28.57142857142857,-0.25224770144552316,-0.25224770144552316,32.285714285714285,38.5,38.5,29.6,0.0,0.0,0.0,-0.007812981903179922,27.53,D
JTEKTINDIA.NS,6,1,4,1,5,20.0,-5.118020403937993,-5.118020403937993,21.0,14.0,14.0,12.5,0.0,0.0,100.0,-0.2437152573303806,27.5,D
THEMISMED.NS,10,3,7,0,10,30.0,-1.3318078147539207,-1.3318078147539207,18.8,36.666666666666664,48.0,10.857142857142858,0.0,0.0,33.33333333333333,-0.07084084121031493,27.42,D
HDFCLIFE.NS,8,1,6,1,7,14.285714285714285,-1.1533129089897698,-1.1533129089897698,16.25,17.0,17.0,8.333333333333334,0.0,0.0,100.0,-0.07097310209167815,27.41,D
ASAHIINDIA.NS,14,2,11,1,13,15.384615384615385,-0.8433072282178623,-0.8433072282178623,13.142857142857142,32.0,32.0,4.545454545454546,0.0,50.0,50.0,-0.06416468040788083,27.34,D
STCINDIA.NS,8,2,6,0,8,25.0,0.33778464864613245,0.33778464864613245,10.375,33.5,33.5,1.8333333333333333,0.0,0.0,50.0,0.03255755649601277,27.03,D
