Symbol,Trades,Wins,Losses,Timeouts,Resolved Trades,Win Rate %,Avg Return %,Expectancy %,Avg Holding Days,Avg Win Days,Median Win Days,Avg Loss Days,Fast <=5d %,Fast <=10d %,Fast <=20d %,Return / Day,Quality Score,Grade
ICEMAKE.NS,20,7,13,0,20,35.0,-0.9228340776065579,-0.9228340776065579,3.0,3.857142857142857,4.0,1.8461538461538463,57.14285714285714,100.0,100.0,-0.30761135920218596,60.06,B
TEMBO.NS,6,2,3,1,5,40.0,-0.30832008624493284,-0.30832008624493284,26.0,2.5,2.5,30.333333333333332,100.0,100.0,100.0,-0.01185846485557434,60.02,B
DBCORP.NS,8,3,4,1,7,42.857142857142854,3.003745323831775,3.003745323831775,12.25,10.333333333333334,9.0,1.0,0.0,66.66666666666666,100.0,0.2452036999046347,60.0,B
BHEL.NS,11,5,4,2,9,55.55555555555556,3.3666056473136576,3.3666056473136576,19.545454545454547,14.2,12.0,5.0,40.0,40.0,60.0,0.17224494009511734,59.98,B
PARACABLES.NS,7,3,4,0,7,42.857142857142854,0.99104440137111,0.99104440137111,10.857142857142858,6.0,4.0,14.5,66.66666666666666,66.66666666666666,100.0,0.09128040538944435,59.86,B
THERMAX.NS,12,6,6,0,12,50.0,0.43563220370089084,0.43563220370089084,11.333333333333334,14.166666666666666,6.0,7.666666666666667,50.0,66.66666666666666,66.66666666666666,0.038438135620666836,59.85,B
GICRE.NS,8,3,4,1,7,42.857142857142854,2.892018504240497,2.892018504240497,11.75,8.666666666666666,10.0,0.75,33.33333333333333,66.66666666666666,100.0,0.24612923440344656,59.83,B
JAYNECOIND.NS,12,5,7,0,12,41.66666666666667,1.6973853580321592,1.6973853580321592,7.416666666666667,11.2,7.0,4.0,40.0,80.0,80.0,0.22886094715040348,59.82,B
SILVERTUC.NS,17,5,12,0,17,29.411764705882355,2.243036898128153,2.243036898128153,3.6470588235294117,5.8,5.0,2.0,60.0,80.0,100.0,0.6150262462609453,59.77,B
KRISHIVAL.NS,11,4,6,1,10,40.0,2.3836946975746205,2.3836946975746205,15.727272727272727,8.0,8.0,13.333333333333334,25.0,75.0,100.0,0.15156440273595853,59.72,B
TFL.NS,9,3,6,0,9,33.33333333333333,1.2076987234562002,1.2076987234562002,5.222222222222222,3.6666666666666665,3.0,5.666666666666667,66.66666666666666,100.0,100.0,0.23126145768310216,59.72,B
CROWN.NS,10,4,5,1,9,44.44444444444444,-2.327136889687673,-2.327136889687673,8.7,3.5,3.5,2.0,75.0,100.0,100.0,-0.2674869988146751,59.64,B
LUMAXTECH.NS,17,6,11,0,17,35.294117647058826,0.4019603875829875,0.4019603875829875,6.117647058823529,3.1666666666666665,0.0,6.909090909090909,66.66666666666666,83.33333333333334,100.0,0.06570506335491143,59.58,B
RAMKY.NS,12,5,7,0,12,41.66666666666667,-0.38282442487807433,-0.38282442487807433,4.666666666666667,3.8,2.0,4.714285714285714,80.0,80.0,100.0,-0.08203380533101592,59.57,B
360ONE.NS,17,7,9,1,16,43.75,0.9022710662448683,0.9022710662448683,10.941176470588236,9.428571428571429,8.0,6.333333333333333,14.285714285714285,71.42857142857143,85.71428571428571,0.08246563508689657,59.55,B
V2RETAIL.NS,16,6,9,1,15,40.0,2.167409537153766,2.167409537153766,11.0,14.333333333333334,6.0,2.6666666666666665,50.0,66.66666666666666,83.33333333333334,0.19703723065034237,59.55,B
AGRITECH.NS,12,5,7,0,12,41.66666666666667,-1.682027968275598,-1.682027968275598,2.5,2.4,1.0,1.7142857142857142,80.0,100.0,100.0,-0.6728111873102393,59.54,B
ANGELONE.NS,10,4,5,1,9,44.44444444444444,-0.8009596409981491,-0.8009596409981491,15.4,10.0,2.5,10.0,75.0,75.0,75.0,-0.05201036629858111,59.53,B
HEROMOTOCO.NS,9,4,4,1,8,50.0,1.9358538207191183,1.9358538207191183,16.77777777777778,11.0,10.0,11.25,25.0,50.0,75.0,0.11538201580445075,59.52,B
CREATIVEYE.NS,7,3,4,0,7,42.857142857142854,0.7073099645761073,0.7073099645761073,9.714285714285714,11.666666666666666,5.0,7.75,66.66666666666666,66.66666666666666,66.66666666666666,0.07281131988283458,59.41,B
IONEXCHANG.NS,14,5,9,0,14,35.714285714285715,1.0409880342902529,1.0409880342902529,5.357142857142857,7.6,4.0,3.4444444444444446,80.0,80.0,80.0,0.19431776640084722,59.41,B
PVP.NS,17,7,10,0,17,41.17647058823529,-0.4595142661531376,-0.4595142661531376,6.882352941176471,6.571428571428571,3.0,6.8,71.42857142857143,71.42857142857143,85.71428571428571,-0.06676703012481486,59.4,B
EIHAHOTELS.NS,10,3,5,2,8,37.5,1.180668581348937,1.180668581348937,15.8,5.0,6.0,3.6,33.33333333333333,100.0,100.0,0.07472585957904665,59.34,B
SWARAJENG.NS,17,6,11,0,17,35.294117647058826,0.23647943343534572,0.23647943343534572,5.411764705882353,6.833333333333333,5.0,4.181818181818182,50.0,83.33333333333334,83.33333333333334,0.04369728661305301,59.32,B
CINEVISTA.NS,7,3,4,0,7,42.857142857142854,-1.5442438843866273,-1.5442438843866273,5.0,3.3333333333333335,3.0,6.0,100.0,100.0,100.0,-0.3088487768773255,59.23,B
ASHOKA.NS,11,4,7,0,11,36.36363636363637,1.0654444817049915,1.0654444817049915,6.545454545454546,11.5,2.0,2.7142857142857144,75.0,75.0,75.0,0.16277624026048482,59.21,B
