SYMBOL,NIFTY50,FNO,SMALLCAP250,MICROCAP250
OLECTRA,NO,NO,YES,NO
OMAXAUTO,NO,NO,NO,NO
OMAXE,NO,NO,NO,NO
OMINFRAL,NO,NO,NO,NO
OMNI,NO,NO,NO,NO
OMPOWER,NO,NO,NO,NO
ONEGLOBAL,NO,NO,NO,NO
ONEPOINT,NO,NO,NO,NO
ONESOURCE,NO,NO,YES,NO
ONGC,YES,YES,NO,NO
ONIDA,NO,NO,NO,NO
ONIXSOLAR,NO,NO,NO,NO
ONWARDTEC,NO,NO,NO,NO
OPTIEMUS,NO,NO,NO,YES
OPTIFIN,NO,NO,NO,NO
ORCHASP,NO,NO,NO,NO
ORCHPHARMA,NO,NO,NO,NO
ORICONENT,NO,NO,NO,NO
ORIENTALTL,NO,NO,NO,NO
ORIENTBELL,NO,NO,NO,NO
ORIENTCEM,NO,NO,NO,YES
ORIENTCER,NO,NO,NO,NO
ORIENTELEC,NO,NO,NO,NO
ORIENTHOT,NO,NO,NO,NO
ORIENTPPR,NO,NO,NO,NO
ORIENTTECH,NO,NO,NO,NO
ORIRAIL,NO,NO,NO,NO
ORISSAMINE,NO,NO,NO,NO
ORKLAINDIA,NO,NO,NO,YES
ORTINGLOBE,NO,NO,NO,NO
OSWALAGRO,NO,NO,NO,NO
OSWALGREEN,NO,NO,NO,NO
OSWALPUMPS,NO,NO,NO,YES
OSWALSEEDS,NO,NO,NO,NO
PACEDIGITK,NO,NO,NO,NO
PACIFICI,NO,NO,NO,NO
PAGEIND,NO,YES,NO,NO
PAISALO,NO,NO,NO,NO
PAKKA,NO,NO,NO,NO
PALASHSECU,NO,NO,NO,NO
PANACEABIO,NO,NO,NO,NO
PANAMAPET,NO,NO,NO,NO
PANCHMAHQ,NO,NO,NO,NO
PANORAMA,NO,NO,NO,NO
PANSARI,NO,NO,NO,NO
PAR,NO,NO,NO,NO
PARACABLES,NO,NO,NO,NO
PARADEEP,NO,NO,YES,NO
PARAGMILK,NO,NO,NO,NO
PARAS,NO,NO,NO,YES
PARASPETRO,NO,NO,NO,NO
PARKHOSPS,NO,NO,NO,YES
PARKHOTELS,NO,NO,NO,NO
PARNAXLAB,NO,NO,NO,NO
PASHUPATI,NO,NO,NO,NO
PATANJALI,NO,YES,NO,NO
PATELENG,NO,NO,NO,NO
PATELRMART,NO,NO,NO,NO
PAUSHAKLTD,NO,NO,NO,NO
PAVNAIND,NO,NO,NO,NO
PAYTM,NO,YES,NO,NO
PBMPOLY,NO,NO,NO,NO
PCBL,NO,NO,YES,NO
PCJEWELLER,NO,NO,NO,YES
PDMJEPAPER,NO,NO,NO,NO
PDSL,NO,NO,NO,NO
PEARLPOLY,NO,NO,NO,NO
PENIND,NO,NO,NO,NO
PERMAGN,NO,NO,NO,NO
PERSISTENT,NO,YES,NO,NO
PETRONET,NO,YES,NO,NO
PFC,NO,YES,NO,NO
PFIZER,NO,NO,YES,NO
PFOCUS,NO,NO,YES,NO
PFS,NO,NO,NO,NO
PGEL,NO,YES,YES,NO
PGHH,NO,NO,NO,NO
PGHL,NO,NO,NO,NO
PGIL,NO,NO,NO,YES
PHOENIXLTD,NO,YES,NO,NO
PHOENXINTL,NO,NO,NO,NO
PICCADIL,NO,NO,NO,YES
PIDILITIND,NO,YES,NO,NO
PIGL,NO,NO,NO,NO
PIIND,NO,YES,NO,NO
PILANIINVS,NO,NO,NO,NO
PILITA,NO,NO,NO,NO
PINELABS,NO,NO,YES,NO
PIONEEREMB,NO,NO,NO,NO
PIRAMALFIN,NO,NO,YES,NO
PITTIENG,NO,NO,NO,NO
PIXTRANS,NO,NO,NO,NO
PKTEA,NO,NO,NO,NO
PLASTIBLEN,NO,NO,NO,NO
PLATIND,NO,NO,NO,NO
PLAZACABLE,NO,NO,NO,NO
PML,NO,NO,NO,NO
PNB,NO,YES,NO,NO
PNBGILTS,NO,NO,NO,NO
PNBHOUSING,NO,YES,YES,NO
PNC,NO,NO,NO,NO
PNCINFRA,NO,NO,NO,YES
PNGJL,NO,NO,NO,YES
PNGSREVA,NO,NO,NO,NO
POCL,NO,NO,NO,NO
PODDARMENT,NO,NO,NO,NO
POEL,NO,NO,NO,NO
POKARNA,NO,NO,NO,NO
POLICYBZR,NO,YES,NO,NO
POLYCAB,NO,YES,NO,NO
POLYMED,NO,NO,YES,NO
POLYPLEX,NO,NO,NO,NO
POLYSPIN,NO,NO,NO,NO
PONNIERODE,NO,NO,NO,NO
POONAWALLA,NO,NO,YES,NO
POWERGRID,YES,YES,NO,NO
POWERICA,NO,NO,NO,NO
POWERINDIA,NO,YES,NO,NO
POWERMECH,NO,NO,NO,YES
PPLPHARMA,NO,NO,YES,NO
PRABHA,NO,NO,NO,NO
PRAENG,NO,NO,NO,NO
PRAJIND,NO,NO,NO,YES
PRAKASH,NO,NO,NO,NO
PRAKASHSTL,NO,NO,NO,NO
PRAVEG,NO,NO,NO,NO
PRAXIS,NO,NO,NO,NO
PRECAM,NO,NO,NO,NO
PRECOT,NO,NO,NO,NO
PRECWIRE,NO,NO,NO,NO
PREMCO,NO,NO,NO,NO
PREMEXPLN,NO,NO,NO,NO
PREMIERENE,NO,YES,NO,NO
PREMIERPOL,NO,NO,NO,NO
PRESTIGE,NO,YES,NO,NO
PRICOLLTD,NO,NO,NO,YES
PRIMESECU,NO,NO,NO,NO
PRIMO,NO,NO,NO,NO
PRINCEPIPE,NO,NO,NO,NO
PRISMX,NO,NO,NO,NO
PRIVISCL,NO,NO,NO,YES
PROSTARM,NO,NO,NO,NO
PROTEAN,NO,NO,NO,NO
PROZONER,NO,NO,NO,NO
PRSMJOHNSN,NO,NO,NO,YES
PRUDENT,NO,NO,NO,YES
PSB,NO,NO,NO,NO
PSPPROJECT,NO,NO,NO,NO
PTC,NO,NO,NO,YES
PTCIL,NO,NO,YES,NO
PTL,NO,NO,NO,NO
PUNJABCHEM,NO,NO,NO,NO
PURVA,NO,NO,NO,YES
PVP,NO,NO,NO,NO
PVRINOX,NO,NO,YES,NO
PVSL,NO,NO,NO,NO
PWL,NO,NO,YES,NO
PYRAMID,NO,NO,NO,NO
QPOWER,NO,NO,NO,YES
QUADFUTURE,NO,NO,NO,NO
QUESS,NO,NO,NO,YES
QUINT,NO,NO,NO,NO
RACE,NO,NO,NO,NO
RACLGEAR,NO,NO,NO,NO
RADAAN,NO,NO,NO,NO
RADHIKAJWE,NO,NO,NO,NO
RADIANTCMS,NO,NO,NO,NO
RADICO,NO,YES,NO,NO
RADIOCITY,NO,NO,NO,NO
RAILTEL,NO,NO,YES,NO
RAIN,NO,NO,NO,YES
RAINBOW,NO,NO,YES,NO
RAJMET,NO,NO,NO,NO
RAJPALAYAM,NO,NO,NO,NO
RAJRATAN,NO,NO,NO,NO
RAJSREESUG,NO,NO,NO,NO
RAJTV,NO,NO,NO,NO
RALLIS,NO,NO,NO,YES
RAMANEWS,NO,NO,NO,NO
RAMAPHO,NO,NO,NO,NO
RAMBHAJO,NO,NO,NO,NO
RAMCOCEM,NO,NO,YES,NO
RAMCOIND,NO,NO,NO,NO
RAMCOSYS,NO,NO,NO,NO
RAMKY,NO,NO,NO,NO
RAMRAT,NO,NO,NO,NO
RANASUG,NO,NO,NO,NO
RANEHOLDIN,NO,NO,NO,NO
RATEGAIN,NO,NO,NO,YES
RATNAMANI,NO,NO,NO,YES
RATNAVEER,NO,NO,NO,NO
RAYMOND,NO,NO,NO,NO
RAYMONDLSL,NO,NO,NO,YES
RAYMONDREL,NO,NO,NO,NO
RBA,NO,NO,NO,YES
RBLBANK,NO,YES,YES,NO
RBZJEWEL,NO,NO,NO,NO
RCF,NO,NO,NO,YES
RECLTD,NO,YES,NO,NO
REDINGTON,NO,NO,YES,NO
REDTAPE,NO,NO,NO,YES
REFEX,NO,NO,NO,YES
REGAAL,NO,NO,NO,NO
REGENCERAM,NO,NO,NO,NO
RELAXO,NO,NO,NO,YES
RELCHEMQ,NO,NO,NO,NO
RELIABLE,NO,NO,NO,NO
RELIANCE,YES,YES,NO,NO
RELIGARE,NO,NO,NO,YES
RELTD,NO,NO,NO,NO
REMSONSIND,NO,NO,NO,NO
RENUKA,NO,NO,NO,YES
REPCOHOME,NO,NO,NO,NO
REPRO,NO,NO,NO,NO
RESPONIND,NO,NO,NO,NO
RETAIL,NO,NO,NO,NO
RGL,NO,NO,NO,NO
RHETAN,NO,NO,NO,NO
RHIM,NO,NO,YES,NO
RHL,NO,NO,NO,NO
RICOAUTO,NO,NO,NO,NO
RIIL,NO,NO,NO,NO
RIR,NO,NO,NO,NO
RISHABH,NO,NO,NO,NO
RITCO,NO,NO,NO,NO
RITES,NO,NO,YES,NO
RKDL,NO,NO,NO,NO
RKEC,NO,NO,NO,NO
RKFORGE,NO,NO,YES,NO
RKSWAMY,NO,NO,NO,NO
RMC,NO,NO,NO,NO
RML,NO,NO,NO,NO
RNBDENIMS,NO,NO,NO,NO
ROHLTD,NO,NO,NO,NO
ROLEXRINGS,NO,NO,NO,NO
ROML,NO,NO,NO,NO
ROSSARI,NO,NO,NO,NO
ROSSELLIND,NO,NO,NO,NO
ROSSTECH,NO,NO,NO,NO
ROTO,NO,NO,NO,NO
ROUTE,NO,NO,NO,YES
RPEL,NO,NO,NO,NO
RPGLIFE,NO,NO,NO,NO
RPOWER,NO,NO,YES,NO
RPPINFRA,NO,NO,NO,NO
RPSGVENT,NO,NO,NO,NO
RPTECH,NO,NO,NO,NO
RRECL,NO,NO,NO,NO
RRIL,NO,NO,NO,NO
RRKABEL,NO,NO,YES,NO
RSL,NO,NO,NO,NO
RSSOFTWARE,NO,NO,NO,NO
RSYSTEMS,NO,NO,NO,NO
RTNINDIA,NO,NO,NO,YES
RTNPOWER,NO,NO,NO,YES
RTSPOWR,NO,NO,NO,NO
RUBFILA,NO,NO,NO,NO
RUBICON,NO,NO,NO,YES
RUCHINFRA,NO,NO,NO,NO
RUCHIRA,NO,NO,NO,NO
RUDRA,NO,NO,NO,NO
RUPA,NO,NO,NO,NO
RUSHIL,NO,NO,NO,NO
RUSTOMJEE,NO,NO,NO,NO
RVHL,NO,NO,NO,NO
RVNL,NO,YES,NO,NO
RVTH,NO,NO,NO,NO
S&SPOWER,NO,NO,NO,NO
SAATVIKGL,NO,NO,NO,YES
SAB,NO,NO,NO,NO
SADBHAV,NO,NO,NO,NO
SAFARI,NO,NO,NO,YES
SAGARDEEP,NO,NO,NO,NO
SAGCEM,NO,NO,NO,NO
SAGILITY,NO,YES,YES,NO
SAHLIBHFI,NO,NO,NO,NO
SAHYADRI,NO,NO,NO,NO
SAICAPI,NO,NO,NO,NO
SAIL,NO,YES,NO,NO
SAILIFE,NO,NO,YES,NO
SAIPARENT,NO,NO,NO,NO
SAKAR,NO,NO,NO,NO
SAKHTISUG,NO,NO,NO,NO
SAKSOFT,NO,NO,NO,NO
SAKUMA,NO,NO,NO,NO
SALASAR,NO,NO,NO,NO
SALONA,NO,NO,NO,NO
SALSTEEL,NO,NO,NO,NO
SALZERELEC,NO,NO,NO,NO
SAMBANDAM,NO,NO,NO,NO
SAMBHAAV,NO,NO,NO,NO
SAMBHV,NO,NO,NO,NO
SAMHI,NO,NO,NO,YES
SAMMAANCAP,NO,NO,YES,NO
SAMPANN,NO,NO,NO,NO
SANATHAN,NO,NO,NO,NO
SANDESH,NO,NO,NO,NO
SANDHAR,NO,NO,NO,NO
SANDUMA,NO,NO,NO,YES
SANGAMIND,NO,NO,NO,NO
SANGHVIMOV,NO,NO,NO,NO
SANOFI,NO,NO,NO,NO
SANOFICONR,NO,NO,NO,YES
SANSERA,NO,NO,NO,YES
SANSTAR,NO,NO,NO,NO
SAPPHIRE,NO,NO,YES,NO
SAPPL,NO,NO,NO,NO
SARDAEN,NO,NO,YES,NO
SAREGAMA,NO,NO,YES,NO
SARLAPOLY,NO,NO,NO,NO
SARVESHWAR,NO,NO,NO,NO
SASKEN,NO,NO,NO,NO
SATIA,NO,NO,NO,NO
SATIN,NO,NO,NO,NO
SAURASHCEM,NO,NO,NO,NO
SAYAJIHOTL,NO,NO,NO,NO
SAYAJIIND,NO,NO,NO,NO
SBC,NO,NO,NO,NO
SBCL,NO,NO,NO,NO
SBFC,NO,NO,YES,NO
SBGLP,NO,NO,NO,NO
SBICARD,NO,YES,NO,NO
SBIFUNDS,NO,NO,NO,NO
SBILIFE,YES,YES,NO,NO
SBIN,YES,YES,NO,NO
SCHAEFFLER,NO,NO,NO,NO
SCHAND,NO,NO,NO,NO
SCHNEIDER,NO,NO,YES,NO
SCI,NO,NO,YES,NO
SCILAL,NO,NO,NO,NO
SCODATUBES,NO,NO,NO,NO
SCPL,NO,NO,NO,NO
SDBL,NO,NO,NO,NO
SEAMECLTD,NO,NO,NO,NO
SECMARK,NO,NO,NO,NO
SECURKLOUD,NO,NO,NO,NO
SEDEMAC,NO,NO,NO,NO
SEIL,NO,NO,NO,NO
SEJALLTD,NO,NO,NO,NO
SEKURITIND,NO,NO,NO,NO
SELMC,NO,NO,NO,NO
SEMAC,NO,NO,NO,NO
SENCO,NO,NO,NO,YES
SENORES,NO,NO,NO,NO
SEPC,NO,NO,NO,NO
SERVOTECH,NO,NO,NO,NO
SESHAPAPER,NO,NO,NO,NO
SETL,NO,NO,NO,NO
SFL,NO,NO,NO,YES
SGFIN,NO,NO,NO,NO
SGIL,NO,NO,NO,NO
SGL,NO,NO,NO,NO
SGLRES,NO,NO,NO,NO
SGMART,NO,NO,NO,NO
SGRL,NO,NO,NO,NO
SHADOWFAX,NO,NO,NO,NO
SHAH,NO,NO,NO,NO
SHAHALLOYS,NO,NO,NO,NO
SHAILY,NO,NO,NO,YES
SHAKTIPUMP,NO,NO,NO,YES
SHALBY,NO,NO,NO,NO
SHANKARA,NO,NO,NO,NO
SHANTI,NO,NO,NO,NO
SHANTIGEAR,NO,NO,NO,NO
SHANTIGOLD,NO,NO,NO,NO
SHARDACROP,NO,NO,NO,YES
SHARDAMOTR,NO,NO,NO,NO
SHAREINDIA,NO,NO,NO,YES
SHBAJRG,NO,NO,NO,NO
SHERVANI,NO,NO,NO,NO
SHILCTECH,NO,NO,NO,NO
SHILGRAVQ,NO,NO,NO,NO
SHILPAMED,NO,NO,NO,YES
SHINDL,NO,NO,NO,NO
SHIVAAGRO,NO,NO,NO,NO
SHIVACEM,NO,NO,NO,NO
SHIVAMILLS,NO,NO,NO,NO
SHIVATEX,NO,NO,NO,NO
SHIVAUM,NO,NO,NO,NO
SHK,NO,NO,NO,NO
SHOPERSTOP,NO,NO,NO,NO
SHRADDHA,NO,NO,NO,NO
SHRADHA,NO,NO,NO,NO
SHREDIGCEM,NO,NO,NO,NO
SHREECEM,NO,YES,NO,NO
SHREEJISPG,NO,NO,NO,NO
SHREEPUSHK,NO,NO,NO,NO
SHREERAMA,NO,NO,NO,NO
SHREYANIND,NO,NO,NO,NO
SHRIKRISH,NO,NO,NO,NO
SHRINGARMS,NO,NO,NO,NO
SHRIPISTON,NO,NO,NO,YES
SHRIRAMFIN,YES,YES,NO,NO
SHRIRAMPPS,NO,NO,NO,NO
SHRJAGP,NO,NO,NO,NO
SHUKRAPHAR,NO,NO,NO,NO
SHYAMMETL,NO,NO,YES,NO
SHYAMTEL,NO,NO,NO,NO
SICAGEN,NO,NO,NO,NO
SIEL,NO,NO,NO,NO
SIEMENS,NO,YES,NO,NO
SIGACHI,NO,NO,NO,NO
SIGIND,NO,NO,NO,NO
SIGMA,NO,NO,NO,NO
SIGMAADV,NO,NO,NO,NO
SIGNATURE,NO,NO,YES,NO
SIGNPOST,NO,NO,NO,NO
SIKA,NO,NO,NO,NO
SIL,NO,NO,NO,NO
SILGO,NO,NO,NO,NO
SILINV,NO,NO,NO,NO
SILLYMONKS,NO,NO,NO,NO
SILVERTUC,NO,NO,NO,NO
SIMPLEXINF,NO,NO,NO,NO
SIMPLXREA,NO,NO,NO,NO
SINCLAIR,NO,NO,NO,NO
SINDHUTRAD,NO,NO,NO,NO
SINGERIND,NO,NO,NO,NO
SINTERCOM,NO,NO,NO,NO
SIRCA,NO,NO,NO,NO
SIS,NO,NO,NO,NO
SIYSIL,NO,NO,NO,NO
SJS,NO,NO,NO,NO
SJVN,NO,NO,NO,NO
SKFINDIA,NO,NO,NO,YES
SKFINDUS,NO,NO,NO,YES
SKIPPER,NO,NO,NO,YES
SKMEGGPROD,NO,NO,NO,NO
SKYGOLD,NO,NO,NO,YES
SMARTWORKS,NO,NO,NO,YES
SMCGLOBAL,NO,NO,NO,NO
SMLMAH,NO,NO,NO,YES
SMLT,NO,NO,NO,NO
SMSPHARMA,NO,NO,NO,NO
SNOWMAN,NO,NO,NO,NO
SOBHA,NO,NO,YES,NO
SOFTTECH,NO,NO,NO,NO
SOLARA,NO,NO,NO,NO
SOLARINDS,NO,YES,NO,NO
SOLARWORLD,NO,NO,NO,NO
SOLEX,NO,NO,NO,NO
SOMANYCERA,NO,NO,NO,NO
SOMATEX,NO,NO,NO,NO
SOMICONVEY,NO,NO,NO,NO
SONACOMS,NO,YES,YES,NO
SONAL,NO,NO,NO,NO
SONAMLTD,NO,NO,NO,NO
SONATSOFTW,NO,NO,YES,NO
SOTL,NO,NO,NO,NO
SOUTHBANK,NO,NO,NO,YES
SOUTHWEST,NO,NO,NO,NO
SPAL,NO,NO,NO,NO
SPANDANA,NO,NO,NO,NO
SPARC,NO,NO,NO,YES
SPCENET,NO,NO,NO,NO
SPELS,NO,NO,NO,NO
SPENCERS,NO,NO,NO,NO
SPIC,NO,NO,NO,NO
SPLIL,NO,NO,NO,NO
SPLPETRO,NO,NO,YES,NO
SPMLINFRA,NO,NO,NO,NO
SPORTKING,NO,NO,NO,NO
SRD,NO,NO,NO,NO
SREEL,NO,NO,NO,NO
SRF,NO,YES,NO,NO
SRGHFL,NO,NO,NO,NO
SRHHYPOLTD,NO,NO,NO,NO
SRIKPRIND,NO,NO,NO,NO
SRM,NO,NO,NO,NO
SRTL,NO,NO,NO,NO
SSDL,NO,NO,NO,NO
SSWL,NO,NO,NO,NO
STANLEY,NO,NO,NO,NO
STAR,NO,NO,NO,YES
STARCEMENT,NO,NO,NO,YES
STARHEALTH,NO,NO,YES,NO
STARPAPER,NO,NO,NO,NO
STARTECK,NO,NO,NO,NO
STCINDIA,NO,NO,NO,NO
STEELCAS,NO,NO,NO,NO
STEELCITY,NO,NO,NO,NO
STEELXIND,NO,NO,NO,NO
STEL,NO,NO,NO,NO
STLNETWORK,NO,NO,NO,NO
STLSTRINF,NO,NO,NO,NO
STOVEKRAFT,NO,NO,NO,NO
STUDDS,NO,NO,NO,NO
STYL,NO,NO,NO,YES
STYLAMIND,NO,NO,NO,NO
STYLEBAAZA,NO,NO,NO,NO
STYRENIX,NO,NO,NO,YES
SUBEXLTD,NO,NO,NO,NO
SUBROS,NO,NO,NO,YES
SUDARCOLOR,NO,NO,NO,NO
SUDARSCHEM,NO,NO,NO,YES
SUDEEPPHRM,NO,NO,NO,YES
SUKHJITS,NO,NO,NO,NO
SULA,NO,NO,NO,NO
SUMEDHA,NO,NO,NO,NO
SUMEETINDS,NO,NO,NO,NO
SUMICHEM,NO,NO,YES,NO
SUMIT,NO,NO,NO,NO
SUMMITSEC,NO,NO,NO,NO
SUNCLAY,NO,NO,NO,NO
SUNDARAM,NO,NO,NO,NO
SUNDARMFIN,NO,NO,NO,NO
SUNDRMFAST,NO,NO,NO,NO
SUNDROP,NO,NO,NO,NO
SUNFLAG,NO,NO,NO,NO
SUNLOC,NO,NO,NO,NO
SUNPHARMA,YES,YES,NO,NO
SUNRAKSHAK,NO,NO,NO,NO
SUNSHIEL,NO,NO,NO,NO
SUNTECK,NO,NO,NO,YES
SUNTV,NO,NO,YES,NO
SUPERHOUSE,NO,NO,NO,NO
SUPRAJIT,NO,NO,NO,NO
SUPREME,NO,NO,NO,NO
SUPREMEIND,NO,YES,NO,NO
SUPREMEINF,NO,NO,NO,NO
SUPRIYA,NO,NO,NO,YES
SUPTANERY,NO,NO,NO,NO
SURAJEST,NO,NO,NO,NO
SURAJLTD,NO,NO,NO,NO
SURAKSHA,NO,NO,NO,NO
SURANASOL,NO,NO,NO,NO
SURANAT&P,NO,NO,NO,NO
SURYALA,NO,NO,NO,NO
SURYALAXMI,NO,NO,NO,NO
SURYAROSNI,NO,NO,NO,YES
SURYODAY,NO,NO,NO,NO
SUVEN,NO,NO,NO,NO
SUVIDHAA,NO,NO,NO,NO
SUYOG,NO,NO,NO,NO
SUZLON,NO,YES,NO,NO
SVGLOBAL,NO,NO,NO,NO
SVPGLOB,NO,NO,NO,NO
SWANCORP,NO,NO,YES,NO
SWARAJ,NO,NO,NO,NO
SWARAJENG,NO,NO,NO,NO
SWARNSAR,NO,NO,NO,NO
SWELECTES,NO,NO,NO,NO
SWIGGY,NO,YES,NO,NO
SWISSMLTRY,NO,NO,NO,NO
SWSOLAR,NO,NO,NO,YES
SYMPHONY,NO,NO,NO,NO
SYNCOMF,NO,NO,NO,NO
SYNGENE,NO,NO,YES,NO
SYRMA,NO,NO,YES,NO
TAALTECH,NO,NO,NO,NO
TAINWALCHM,NO,NO,NO,NO
TAJGVK,NO,NO,NO,NO
TAKE,NO,NO,NO,NO
TALBROAUTO,NO,NO,NO,NO
TANAA,NO,NO,NO,NO
TANLA,NO,NO,NO,YES
TARACHAND,NO,NO,NO,NO
TARAPUR,NO,NO,NO,NO
TARC,NO,NO,NO,YES
TARIL,NO,NO,YES,NO
TARMAT,NO,NO,NO,NO
TARSONS,NO,NO,NO,NO
TASTYBITE,NO,NO,NO,NO
TATACAP,NO,NO,NO,NO
TATACHEM,NO,NO,YES,NO
TATACOMM,NO,NO,NO,NO
TATACONSUM,YES,YES,NO,NO
TATAELXSI,NO,YES,NO,NO
TATAINVEST,NO,NO,NO,NO
TATAPOWER,NO,YES,NO,NO
TATASTEEL,YES,YES,NO,NO
TATATECH,NO,NO,YES,NO
TATVA,NO,NO,NO,NO
TBOTEK,NO,NO,YES,NO
TBZ,NO,NO,NO,NO
TCC,NO,NO,NO,NO
TCI,NO,NO,NO,NO
TCIEXP,NO,NO,NO,NO
TCPLPACK,NO,NO,NO,NO
TCS,YES,YES,NO,NO
TDPOWERSYS,NO,NO,NO,YES
TEAMGTY,NO,NO,NO,NO
TEAMLEASE,NO,NO,NO,NO
TECHM,YES,YES,NO,NO
TECHNOCRAF,NO,NO,NO,NO
TECHNOE,NO,NO,YES,NO
TECHNVISN,NO,NO,NO,NO
TECILCHEM,NO,NO,NO,NO
TEGA,NO,NO,YES,NO
TEJASNET,NO,NO,YES,NO
TEMBO,NO,NO,NO,NO
TENNIND,NO,NO,YES,NO
TERAI,NO,NO,NO,NO
TERASOFT,NO,NO,NO,NO
TEXINFRA,NO,NO,NO,NO
TEXMOPIPES,NO,NO,NO,NO
TEXRAIL,NO,NO,NO,YES
TFCILTD,NO,NO,NO,NO
TFL,NO,NO,NO,NO
TGBHOTELS,NO,NO,NO,NO
TGVSL,NO,NO,NO,NO
THAKDEV,NO,NO,NO,NO
THANGAMAYL,NO,NO,NO,YES
THEINVEST,NO,NO,NO,NO
THEJO,NO,NO,NO,NO
THELEELA,NO,NO,YES,NO
THEMISMED,NO,NO,NO,NO
THERMAX,NO,NO,NO,NO
THOMASCOOK,NO,NO,NO,YES
THOMASCOTT,NO,NO,NO,NO
THYROCARE,NO,NO,NO,YES
TI,NO,NO,NO,YES
TIGERLOGS,NO,NO,NO,NO
TIIL,NO,NO,NO,NO
TIINDIA,NO,YES,NO,NO
TIJARIA,NO,NO,NO,NO
TIMETECHNO,NO,NO,NO,YES
TIMEX,NO,NO,NO,NO
TIMKEN,NO,NO,YES,NO
TINNARUBR,NO,NO,NO,NO
TIPSFILMS,NO,NO,NO,NO
TIPSMUSIC,NO,NO,NO,YES
TIRUMALCHM,NO,NO,NO,NO
TITAGARH,NO,NO,YES,NO
TITAN,YES,YES,NO,NO
TMB,NO,NO,NO,YES
TMCV,NO,NO,NO,NO
TMPV,YES,YES,NO,NO
TNPETRO,NO,NO,NO,NO
TNPL,NO,NO,NO,NO
TNTELE,NO,NO,NO,NO
TOKYOPLAST,NO,NO,NO,NO
TOLINS,NO,NO,NO,NO
TORNTPHARM,NO,YES,NO,NO
TORNTPOWER,NO,NO,NO,NO
TOTAL,NO,NO,NO,NO
TOUCHWOOD,NO,NO,NO,NO
TOYAMSL,NO,NO,NO,NO
TPHQ,NO,NO,NO,NO
TPLPLASTEH,NO,NO,NO,NO
TRACXN,NO,NO,NO,NO
TRANSCOR,NO,NO,NO,NO
TRANSRAILL,NO,NO,NO,YES
TRAVELFOOD,NO,NO,YES,NO
TREEHOUSE,NO,NO,NO,NO
TREJHARA,NO,NO,NO,NO
TREL,NO,NO,NO,NO
TRENT,YES,YES,NO,NO
TRF,NO,NO,NO,NO
TRIDENT,NO,NO,YES,NO
TRIGYN,NO,NO,NO,NO
TRITONV,NO,NO,NO,NO
TRITURBINE,NO,NO,YES,NO
TRIVENI,NO,NO,NO,YES
TRU,NO,NO,NO,NO
TRUALT,NO,NO,NO,NO
TSFINV,NO,NO,NO,YES
TTKHLTCARE,NO,NO,NO,NO
TTKPRESTIG,NO,NO,NO,NO
TTL,NO,NO,NO,NO
TTML,NO,NO,YES,NO
TURTLEMINT,NO,NO,NO,NO
TUTIALKA,NO,NO,NO,NO
TVSELECT,NO,NO,NO,NO
TVSHLTD,NO,NO,NO,NO
TVSMOTOR,NO,YES,NO,NO
TVSSCS,NO,NO,NO,YES
TVSSRICHAK,NO,NO,NO,NO
TVTODAY,NO,NO,NO,NO
UBL,NO,NO,NO,NO
UCAL,NO,NO,NO,NO
UCOBANK,NO,NO,YES,NO
UDAYJEW,NO,NO,NO,NO
UDS,NO,NO,NO,NO
UEL,NO,NO,NO,NO
UFLEX,NO,NO,NO,NO
UFO,NO,NO,NO,NO
UGARSUGAR,NO,NO,NO,NO
UGROCAP,NO,NO,NO,NO
UJJIVANSFB,NO,NO,NO,YES
ULTRACEMCO,YES,YES,NO,NO
ULTRAMAR,NO,NO,NO,NO
UMESLTD,NO,NO,NO,NO
UMIYA-MRO,NO,NO,NO,NO
UNICHEMLAB,NO,NO,NO,NO
UNIECOM,NO,NO,NO,NO
UNIENTER,NO,NO,NO,NO
UNIINFO,NO,NO,NO,NO
UNIMECH,NO,NO,NO,NO
UNIONBANK,NO,YES,NO,NO
UNIPARTS,NO,NO,NO,NO
UNITDSPR,NO,YES,NO,NO
UNITECH,NO,NO,NO,NO
UNITEDTEA,NO,NO,NO,NO
UNIVCABLES,NO,NO,NO,NO
UNOMINDA,NO,YES,NO,NO
UPHOT,NO,NO,NO,NO
UPL,NO,YES,NO,NO
URBANCO,NO,NO,YES,NO
URJA,NO,NO,NO,NO
USHAMART,NO,NO,YES,NO
USK,NO,NO,NO,NO
UTIAMC,NO,NO,YES,NO
UTKARSHBNK,NO,NO,NO,NO
UTLSOLAR,NO,NO,NO,YES
UTTAMSUGAR,NO,NO,NO,NO
V2RETAIL,NO,NO,NO,YES
VADILALIND,NO,NO,NO,NO
VADILENT,NO,NO,NO,NO
VAIBHAVGBL,NO,NO,NO,YES
VAISHALI,NO,NO,NO,NO
VAKRANGEE,NO,NO,NO,NO
VALIANTLAB,NO,NO,NO,NO
VAML,NO,NO,NO,NO
VARDMNPOLY,NO,NO,NO,NO
VARROC,NO,NO,NO,YES
VASCONEQ,NO,NO,NO,NO
VASUPRADA,NO,NO,NO,NO
VASWANI,NO,NO,NO,NO
VBL,NO,YES,NO,NO
VCL,NO,NO,NO,NO
VEDAVAAG,NO,NO,NO,NO
VEDL,NO,YES,NO,NO
VEDPOWER,NO,NO,NO,NO
VEEDOL,NO,NO,NO,NO
VENKEYS,NO,NO,NO,NO
VENTIVE,NO,NO,NO,NO
